segment,width,height,exec_time_s,decision,chosen_region,chosen_time_utc,ci_temporal,ci_spatial_now,chosen_ci,ci_baseline,energy_kwh,carbon_g,carbon_baseline_g,saving_pct
AncientThought_s005.265,640,360,7.8,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00013838,0.041374,0.043865,5.7
AncientThought_s005.265,960,540,9.4,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.0001703,0.050919,0.053984,5.7
AncientThought_s005.265,1280,720,11.7,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00021626,0.064663,0.068556,5.7
AncientThought_s005.265,1920,1080,17.1,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00033148,0.099111,0.105078,5.7
AncientThought_s005.265,2560,1440,24.2,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.0004702,0.14059,0.149053,5.7
AncientThought_s005.265,3840,2160,46.9,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00090877,0.271723,0.288081,5.7
AncientThought_s006.265,640,360,8.1,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00014594,0.043637,0.046264,5.7
AncientThought_s006.265,960,540,9.6,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00017213,0.051466,0.054565,5.7
AncientThought_s006.265,1280,720,11.6,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00021423,0.064054,0.067911,5.7
AncientThought_s006.265,1920,1080,16.8,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00032354,0.096739,0.102563,5.7
AncientThought_s006.265,2560,1440,23.8,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00045971,0.137453,0.145728,5.7
AncientThought_s006.265,3840,2160,45.7,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00088208,0.263743,0.27962,5.7
AncientThought_s007.265,640,360,8.1,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00014635,0.04376,0.046394,5.7
AncientThought_s007.265,960,540,9.5,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00017349,0.051873,0.054996,5.7
AncientThought_s007.265,1280,720,11.7,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.0002161,0.064614,0.068503,5.7
AncientThought_s007.265,1920,1080,17.0,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00032836,0.098181,0.104091,5.7
AncientThought_s007.265,2560,1440,24.1,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00046587,0.139296,0.147681,5.7
AncientThought_s007.265,3840,2160,46.2,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.0008902,0.266171,0.282195,5.7
AncientThought_s008.265,640,360,9.0,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00016159,0.048316,0.051225,5.7
AncientThought_s008.265,960,540,10.8,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00019431,0.058098,0.061596,5.7
AncientThought_s008.265,1280,720,13.0,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00023966,0.071658,0.075972,5.7
AncientThought_s008.265,1920,1080,18.2,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00035169,0.105154,0.111485,5.7
AncientThought_s008.265,2560,1440,25.9,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00050235,0.150202,0.159245,5.7
AncientThought_s008.265,3840,2160,50.0,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00096719,0.289191,0.306601,5.7
AncientThought_s009.265,640,360,11.2,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00020365,0.06089,0.064556,5.7
AncientThought_s009.265,960,540,13.3,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00024789,0.074119,0.078581,5.7
AncientThought_s009.265,1280,720,16.3,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.0003116,0.093167,0.098776,5.7
AncientThought_s009.265,1920,1080,23.1,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00045095,0.134833,0.142951,5.7
AncientThought_s009.265,2560,1440,32.8,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00063857,0.190931,0.202425,5.7
AncientThought_s009.265,3840,2160,64.2,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00125641,0.375665,0.398281,5.7
AncientThought_s010.265,640,360,9.6,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00016973,0.050749,0.053804,5.7
AncientThought_s010.265,960,540,11.2,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00020187,0.060358,0.063992,5.7
AncientThought_s010.265,1280,720,13.4,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00024462,0.073142,0.077545,5.7
AncientThought_s010.265,1920,1080,18.8,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00035545,0.10628,0.112678,5.7
AncientThought_s010.265,2560,1440,26.2,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00050302,0.150404,0.159459,5.7
AncientThought_s010.265,3840,2160,51.3,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00099369,0.297114,0.315,5.7
AncientThought_s011.265,640,360,8.9,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00016182,0.048385,0.051298,5.7
AncientThought_s011.265,960,540,10.7,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00019644,0.058734,0.06227,5.7
AncientThought_s011.265,1280,720,13.2,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00024423,0.073025,0.077421,5.7
AncientThought_s011.265,1920,1080,19.3,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00037498,0.112119,0.118868,5.7
AncientThought_s011.265,2560,1440,27.8,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00054023,0.16153,0.171254,5.7
AncientThought_s011.265,3840,2160,55.5,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.001087,0.325012,0.344578,5.7
AncientThought_s012.265,640,360,8.8,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.0001571,0.046973,0.049801,5.7
AncientThought_s012.265,960,540,10.3,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00018801,0.056214,0.059598,5.7
AncientThought_s012.265,1280,720,12.7,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00023638,0.070678,0.074933,5.7
AncientThought_s012.265,1920,1080,18.2,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00035048,0.104794,0.111103,5.7
AncientThought_s012.265,2560,1440,25.7,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00049562,0.14819,0.157111,5.7
AncientThought_s012.265,3840,2160,50.3,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.0009764,0.291945,0.30952,5.7
AncientThought_s013.265,640,360,9.3,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00016643,0.049763,0.052758,5.7
AncientThought_s013.265,960,540,11.5,TEMPORAL,ca-west-1,2026-05-14 16:40:00+00:00,299.0,317.0,299.0,317.0,0.00020721,0.061955,0.065685,5.7
AncientThought_s013.265,1280,720,14.3,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00026808,0.080156,0.084981,5.7
AncientThought_s013.265,1920,1080,20.8,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00040411,0.120828,0.128102,5.7
AncientThought_s013.265,2560,1440,30.5,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00059157,0.176879,0.187527,5.7
AncientThought_s013.265,3840,2160,59.6,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00115881,0.346485,0.367344,5.7
AncientThought_s014.265,640,360,8.8,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00016083,0.048088,0.050983,5.7
AncientThought_s014.265,960,540,10.6,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00019429,0.058093,0.06159,5.7
AncientThought_s014.265,1280,720,13.0,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00024344,0.07279,0.077172,5.7
AncientThought_s014.265,1920,1080,18.6,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00035772,0.106959,0.113398,5.7
AncientThought_s014.265,2560,1440,26.7,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00051577,0.154217,0.163501,5.7
AncientThought_s014.265,3840,2160,51.9,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00101634,0.303885,0.322179,5.7
AncientThought_s015.265,640,360,8.9,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00016043,0.047968,0.050856,5.7
AncientThought_s015.265,960,540,10.6,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.0001925,0.057556,0.061021,5.7
AncientThought_s015.265,1280,720,13.0,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00024269,0.072564,0.076932,5.7
AncientThought_s015.265,1920,1080,18.7,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00036247,0.108377,0.114902,5.7
AncientThought_s015.265,2560,1440,27.0,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00052071,0.155692,0.165065,5.7
AncientThought_s015.265,3840,2160,52.1,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00101554,0.303647,0.321927,5.7
AncientThought_s016.265,640,360,8.7,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.0001563,0.046733,0.049547,5.7
AncientThought_s016.265,960,540,10.3,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.0001882,0.056271,0.059658,5.7
AncientThought_s016.265,1280,720,12.4,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00023134,0.06917,0.073334,5.7
AncientThought_s016.265,1920,1080,17.6,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00033831,0.101154,0.107243,5.7
AncientThought_s016.265,2560,1440,25.3,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00048793,0.145892,0.154674,5.7
AncientThought_s016.265,3840,2160,49.9,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00097083,0.290278,0.307753,5.7
AncientThought_s017.265,640,360,9.2,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00016328,0.048821,0.05176,5.7
AncientThought_s017.265,960,540,11.1,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00020035,0.059905,0.063512,5.7
AncientThought_s017.265,1280,720,13.8,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00025637,0.076655,0.08127,5.7
AncientThought_s017.265,1920,1080,20.0,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00038388,0.114779,0.121689,5.7
AncientThought_s017.265,2560,1440,28.4,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00054991,0.164423,0.174321,5.7
AncientThought_s017.265,3840,2160,55.9,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00108137,0.323328,0.342793,5.7
AncientThought_s018.265,640,360,10.0,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.0001819,0.054389,0.057663,5.7
AncientThought_s018.265,960,540,12.0,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00022085,0.066035,0.07001,5.7
AncientThought_s018.265,1280,720,14.7,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00027598,0.082518,0.087486,5.7
AncientThought_s018.265,1920,1080,21.3,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00041452,0.123941,0.131403,5.7
AncientThought_s018.265,2560,1440,30.9,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00060737,0.181605,0.192538,5.7
AncientThought_s018.265,3840,2160,62.0,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00121929,0.364567,0.386514,5.7
AncientThought_s019.265,640,360,9.2,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00016297,0.048728,0.051661,5.7
AncientThought_s019.265,960,540,11.2,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00020383,0.060945,0.064614,5.7
AncientThought_s019.265,1280,720,14.2,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00026351,0.07879,0.083533,5.7
AncientThought_s019.265,1920,1080,20.5,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00039544,0.118236,0.125354,5.7
AncientThought_s019.265,2560,1440,29.1,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00056678,0.169466,0.179668,5.7
AncientThought_s019.265,3840,2160,56.4,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00109957,0.32877,0.348562,5.7
AncientThought_s020.265,640,360,9.6,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00017504,0.052337,0.055488,5.7
AncientThought_s020.265,960,540,11.0,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00020147,0.06024,0.063866,5.7
AncientThought_s020.265,1280,720,13.3,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00024762,0.074037,0.078494,5.7
AncientThought_s020.265,1920,1080,18.5,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00035893,0.10732,0.113781,5.7
AncientThought_s020.265,2560,1440,26.3,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00051019,0.152545,0.161729,5.7
AncientThought_s020.265,3840,2160,52.0,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.0010162,0.303845,0.322136,5.7
AncientThought_s021.265,640,360,10.1,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00018389,0.054984,0.058294,5.7
AncientThought_s021.265,960,540,12.8,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00023146,0.069206,0.073372,5.7
AncientThought_s021.265,1280,720,16.4,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00030757,0.091965,0.097501,5.7
AncientThought_s021.265,1920,1080,24.8,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.0004815,0.143969,0.152636,5.7
AncientThought_s021.265,2560,1440,34.6,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00067614,0.202165,0.214336,5.7
AncientThought_s021.265,3840,2160,73.4,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00144647,0.432495,0.458531,5.7
AncientThought_s022.265,640,360,10.9,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00019576,0.058531,0.062055,5.7
AncientThought_s022.265,960,540,13.2,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00024207,0.072379,0.076736,5.7
AncientThought_s022.265,1280,720,16.4,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00030991,0.092662,0.09824,5.7
AncientThought_s022.265,1920,1080,23.7,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00046097,0.137829,0.146127,5.7
AncientThought_s022.265,2560,1440,33.8,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00066102,0.197645,0.209544,5.7
AncientThought_s022.265,3840,2160,67.8,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00133072,0.397887,0.42184,5.7
AncientThought_s023.265,640,360,10.1,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00018281,0.054659,0.057949,5.7
AncientThought_s023.265,960,540,12.3,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00022381,0.066918,0.070946,5.7
AncientThought_s023.265,1280,720,15.3,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00028753,0.085971,0.091146,5.7
AncientThought_s023.265,1920,1080,22.5,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00043676,0.13059,0.138452,5.7
AncientThought_s023.265,2560,1440,33.0,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00064286,0.192216,0.203787,5.7
AncientThought_s023.265,3840,2160,64.3,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00126486,0.378193,0.40096,5.7
AncientThought_s024.265,640,360,9.0,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00015957,0.047712,0.050585,5.7
AncientThought_s024.265,960,540,10.8,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00019307,0.057728,0.061204,5.7
AncientThought_s024.265,1280,720,13.6,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00025061,0.074931,0.079442,5.7
AncientThought_s024.265,1920,1080,19.6,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00037566,0.112324,0.119086,5.7
AncientThought_s024.265,2560,1440,28.4,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00055063,0.164638,0.174549,5.7
AncientThought_s024.265,3840,2160,55.8,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00108866,0.325511,0.345107,5.7
AncientThought_s025.265,640,360,9.5,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00017048,0.050973,0.054041,5.7
AncientThought_s025.265,960,540,11.9,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00021309,0.063713,0.067548,5.7
AncientThought_s025.265,1280,720,14.6,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00027147,0.08117,0.086056,5.7
AncientThought_s025.265,1920,1080,21.5,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00041563,0.124272,0.131754,5.7
AncientThought_s025.265,2560,1440,30.9,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.0006022,0.180058,0.190897,5.7
AncientThought_s025.265,3840,2160,60.0,TEMPORAL,ca-west-1,2026-05-14 16:45:00+00:00,299.0,317.0,299.0,317.0,0.00118184,0.353369,0.374642,5.7
