segment,width,height,exec_time_s,decision,chosen_region,chosen_time_utc,ci_temporal,ci_spatial_now,chosen_ci,ci_baseline,energy_kwh,carbon_g,carbon_baseline_g,saving_pct
AncientThought_s009.265,960,540,13.3,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.00024789,0.010907,0.080564,86.5
AncientThought_s009.265,1280,720,16.3,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.0003116,0.01371,0.101269,86.5
AncientThought_s009.265,1920,1080,23.1,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.00045095,0.019842,0.146558,86.5
AncientThought_s009.265,2560,1440,32.8,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.00063857,0.028097,0.207534,86.5
AncientThought_s009.265,3840,2160,64.2,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.00125641,0.055282,0.408332,86.5
AncientThought_s010.265,640,360,9.6,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.00016973,0.007468,0.055162,86.5
AncientThought_s010.265,960,540,11.2,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.00020187,0.008882,0.065607,86.5
AncientThought_s010.265,1280,720,13.4,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.00024462,0.010763,0.079502,86.5
AncientThought_s010.265,1920,1080,18.8,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.00035545,0.01564,0.115522,86.5
AncientThought_s010.265,2560,1440,26.2,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.00050302,0.022133,0.163483,86.5
AncientThought_s010.265,3840,2160,51.3,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.00099369,0.043722,0.32295,86.5
AncientThought_s011.265,640,360,8.9,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.00016182,0.00712,0.052593,86.5
AncientThought_s011.265,960,540,10.7,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.00019644,0.008643,0.063842,86.5
AncientThought_s011.265,1280,720,13.2,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.00024423,0.010746,0.079375,86.5
AncientThought_s011.265,1920,1080,19.3,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.00037498,0.016499,0.121868,86.5
AncientThought_s011.265,2560,1440,27.8,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.00054023,0.02377,0.175576,86.5
AncientThought_s011.265,3840,2160,55.5,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.001087,0.047828,0.353274,86.5
AncientThought_s012.265,640,360,8.8,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.0001571,0.006912,0.051057,86.5
AncientThought_s012.265,960,540,10.3,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.00018801,0.008272,0.061102,86.5
AncientThought_s012.265,1280,720,12.7,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.00023638,0.010401,0.076824,86.5
AncientThought_s012.265,1920,1080,18.2,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.00035048,0.015421,0.113907,86.5
AncientThought_s012.265,2560,1440,25.7,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.00049562,0.021807,0.161076,86.5
AncientThought_s012.265,3840,2160,50.3,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.0009764,0.042962,0.317331,86.5
AncientThought_s013.265,640,360,9.3,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.00016643,0.007323,0.05409,86.5
AncientThought_s013.265,960,540,11.5,SPATIAL,ca-central-1,2026-05-13 20:00:00+00:00,319.0,44.0,44.0,325.0,0.00020721,0.009117,0.067342,86.5
AncientThought_s013.265,1280,720,14.3,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00026808,0.015817,0.087126,81.8
AncientThought_s013.265,1920,1080,20.8,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00040411,0.023842,0.131335,81.8
AncientThought_s013.265,2560,1440,30.5,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00059157,0.034903,0.19226,81.8
AncientThought_s013.265,3840,2160,59.6,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00115881,0.06837,0.376614,81.8
AncientThought_s014.265,640,360,8.8,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00016083,0.009489,0.05227,81.8
AncientThought_s014.265,960,540,10.6,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00019429,0.011463,0.063145,81.8
AncientThought_s014.265,1280,720,13.0,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00024344,0.014363,0.07912,81.8
AncientThought_s014.265,1920,1080,18.6,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00035772,0.021106,0.11626,81.8
AncientThought_s014.265,2560,1440,26.7,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00051577,0.030431,0.167627,81.8
AncientThought_s014.265,3840,2160,51.9,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00101634,0.059964,0.33031,81.8
AncientThought_s015.265,640,360,8.9,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00016043,0.009465,0.052139,81.8
AncientThought_s015.265,960,540,10.6,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.0001925,0.011357,0.062561,81.8
AncientThought_s015.265,1280,720,13.0,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00024269,0.014319,0.078874,81.8
AncientThought_s015.265,1920,1080,18.7,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00036247,0.021386,0.117801,81.8
AncientThought_s015.265,2560,1440,27.0,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00052071,0.030722,0.16923,81.8
AncientThought_s015.265,3840,2160,52.1,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00101554,0.059917,0.330051,81.8
AncientThought_s016.265,640,360,8.7,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.0001563,0.009222,0.050797,81.8
AncientThought_s016.265,960,540,10.3,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.0001882,0.011104,0.061164,81.8
AncientThought_s016.265,1280,720,12.4,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00023134,0.013649,0.075185,81.8
AncientThought_s016.265,1920,1080,17.6,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00033831,0.01996,0.10995,81.8
AncientThought_s016.265,2560,1440,25.3,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00048793,0.028788,0.158578,81.8
AncientThought_s016.265,3840,2160,49.9,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00097083,0.057279,0.315519,81.8
AncientThought_s017.265,640,360,9.2,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00016328,0.009634,0.053066,81.8
AncientThought_s017.265,960,540,11.1,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00020035,0.011821,0.065114,81.8
AncientThought_s017.265,1280,720,13.8,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00025637,0.015126,0.083321,81.8
AncientThought_s017.265,1920,1080,20.0,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00038388,0.022649,0.12476,81.8
AncientThought_s017.265,2560,1440,28.4,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00054991,0.032445,0.178721,81.8
AncientThought_s017.265,3840,2160,55.9,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00108137,0.063801,0.351444,81.8
AncientThought_s018.265,640,360,10.0,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.0001819,0.010732,0.059118,81.8
AncientThought_s018.265,960,540,12.0,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00022085,0.01303,0.071777,81.8
AncientThought_s018.265,1280,720,14.7,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00027598,0.016283,0.089694,81.8
AncientThought_s018.265,1920,1080,21.3,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00041452,0.024457,0.134719,81.8
AncientThought_s018.265,2560,1440,30.9,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00060737,0.035835,0.197397,81.8
AncientThought_s018.265,3840,2160,62.0,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00121929,0.071938,0.396268,81.8
AncientThought_s019.265,640,360,9.2,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00016297,0.009615,0.052965,81.8
AncientThought_s019.265,960,540,11.2,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00020383,0.012026,0.066245,81.8
AncientThought_s019.265,1280,720,14.2,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00026351,0.015547,0.085641,81.8
AncientThought_s019.265,1920,1080,20.5,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00039544,0.023331,0.128517,81.8
AncientThought_s019.265,2560,1440,29.1,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00056678,0.03344,0.184202,81.8
AncientThought_s019.265,3840,2160,56.4,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00109957,0.064874,0.357359,81.8
AncientThought_s020.265,640,360,9.6,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00017504,0.010327,0.056888,81.8
AncientThought_s020.265,960,540,11.0,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00020147,0.011887,0.065478,81.8
AncientThought_s020.265,1280,720,13.3,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00024762,0.014609,0.080475,81.8
AncientThought_s020.265,1920,1080,18.5,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00035893,0.021177,0.116653,81.8
AncientThought_s020.265,2560,1440,26.3,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00051019,0.030101,0.16581,81.8
AncientThought_s020.265,3840,2160,52.0,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.0010162,0.059956,0.330266,81.8
AncientThought_s021.265,640,360,10.1,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00018389,0.01085,0.059765,81.8
AncientThought_s021.265,960,540,12.8,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00023146,0.013656,0.075224,81.8
AncientThought_s021.265,1280,720,16.4,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00030757,0.018147,0.099962,81.8
AncientThought_s021.265,1920,1080,24.8,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.0004815,0.028409,0.156488,81.8
AncientThought_s021.265,2560,1440,34.6,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00067614,0.039892,0.219745,81.8
AncientThought_s021.265,3840,2160,73.4,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00144647,0.085342,0.470103,81.8
AncientThought_s022.265,640,360,10.9,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00019576,0.01155,0.063621,81.8
AncientThought_s022.265,960,540,13.2,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00024207,0.014282,0.078673,81.8
AncientThought_s022.265,1280,720,16.4,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00030991,0.018284,0.100719,81.8
AncientThought_s022.265,1920,1080,23.7,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00046097,0.027197,0.149814,81.8
AncientThought_s022.265,2560,1440,33.8,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00066102,0.039,0.214832,81.8
AncientThought_s022.265,3840,2160,67.8,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00133072,0.078513,0.432486,81.8
AncientThought_s023.265,640,360,10.1,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00018281,0.010786,0.059412,81.8
AncientThought_s023.265,960,540,12.3,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00022381,0.013205,0.072737,81.8
AncientThought_s023.265,1280,720,15.3,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00028753,0.016964,0.093447,81.8
AncientThought_s023.265,1920,1080,22.5,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00043676,0.025769,0.141946,81.8
AncientThought_s023.265,2560,1440,33.0,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00064286,0.037929,0.20893,81.8
AncientThought_s023.265,3840,2160,64.3,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00126486,0.074627,0.411079,81.8
AncientThought_s024.265,640,360,9.0,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00015957,0.009415,0.051861,81.8
AncientThought_s024.265,960,540,10.8,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00019307,0.011391,0.062748,81.8
AncientThought_s024.265,1280,720,13.6,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00025061,0.014786,0.081447,81.8
AncientThought_s024.265,1920,1080,19.6,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00037566,0.022164,0.122091,81.8
AncientThought_s024.265,2560,1440,28.4,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00055063,0.032487,0.178954,81.8
AncientThought_s024.265,3840,2160,55.8,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00108866,0.064231,0.353816,81.8
AncientThought_s025.265,640,360,9.5,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00017048,0.010058,0.055405,81.8
AncientThought_s025.265,960,540,11.9,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00021309,0.012572,0.069253,81.8
AncientThought_s025.265,1280,720,14.6,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00027147,0.016017,0.088228,81.8
AncientThought_s025.265,1920,1080,21.5,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00041563,0.024522,0.135079,81.8
AncientThought_s025.265,2560,1440,30.9,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.0006022,0.03553,0.195715,81.8
AncientThought_s025.265,3840,2160,60.0,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00118184,0.069728,0.384097,81.8
AncientThought_s026.265,640,360,9.5,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00017201,0.010149,0.055903,81.8
AncientThought_s026.265,960,540,11.6,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.00020925,0.012346,0.068007,81.8
AncientThought_s026.265,1280,720,14.3,SPATIAL,us-west-1,2026-05-13 20:00:00+00:00,319.0,44.0,59.0,325.0,0.0002663,0.015712,0.086547,81.8
