segment,width,height,exec_time_s,decision,chosen_region,chosen_time_utc,ci_temporal,ci_spatial_now,chosen_ci,ci_baseline,energy_kwh,carbon_g,carbon_baseline_g,saving_pct
AncientThought_s001.265,2560,1440,32.1,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00062468,0.024987,0.027486,9.1
AncientThought_s001.265,3840,2160,65.8,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00129558,0.051823,0.057005,9.1
AncientThought_s002.265,640,360,8.3,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.0001484,0.005936,0.00653,9.1
AncientThought_s002.265,960,540,10.3,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00018651,0.00746,0.008206,9.1
AncientThought_s002.265,1280,720,13.3,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00024769,0.009908,0.010898,9.1
AncientThought_s002.265,1920,1080,19.6,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00037949,0.01518,0.016698,9.1
AncientThought_s002.265,2560,1440,28.5,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00055705,0.022282,0.02451,9.1
AncientThought_s002.265,3840,2160,59.1,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00116011,0.046404,0.051045,9.1
AncientThought_s003.265,640,360,8.5,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00015195,0.006078,0.006686,9.1
AncientThought_s003.265,960,540,10.3,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00018472,0.007389,0.008128,9.1
AncientThought_s003.265,1280,720,12.8,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00023779,0.009511,0.010463,9.1
AncientThought_s003.265,1920,1080,18.4,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00035266,0.014107,0.015517,9.1
AncientThought_s003.265,2560,1440,25.9,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00049953,0.019981,0.021979,9.1
AncientThought_s003.265,3840,2160,50.9,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00099512,0.039805,0.043785,9.1
AncientThought_s004.265,640,360,7.3,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00012844,0.005138,0.005652,9.1
AncientThought_s004.265,960,540,9.1,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00016049,0.006419,0.007061,9.1
AncientThought_s004.265,1280,720,11.1,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00020185,0.008074,0.008881,9.1
AncientThought_s004.265,1920,1080,16.2,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00031126,0.01245,0.013695,9.1
AncientThought_s004.265,2560,1440,22.7,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00043621,0.017448,0.019193,9.1
AncientThought_s004.265,3840,2160,43.3,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00083843,0.033537,0.036891,9.1
AncientThought_s005.265,640,360,7.8,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00013838,0.005535,0.006089,9.1
AncientThought_s005.265,960,540,9.4,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.0001703,0.006812,0.007493,9.1
AncientThought_s005.265,1280,720,11.7,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00021626,0.008651,0.009516,9.1
AncientThought_s005.265,1920,1080,17.1,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00033148,0.013259,0.014585,9.1
AncientThought_s005.265,2560,1440,24.2,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.0004702,0.018808,0.020689,9.1
AncientThought_s005.265,3840,2160,46.9,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00090877,0.036351,0.039986,9.1
AncientThought_s006.265,640,360,8.1,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00014594,0.005838,0.006422,9.1
AncientThought_s006.265,960,540,9.6,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00017213,0.006885,0.007574,9.1
AncientThought_s006.265,1280,720,11.6,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00021423,0.008569,0.009426,9.1
AncientThought_s006.265,1920,1080,16.8,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00032354,0.012942,0.014236,9.1
AncientThought_s006.265,2560,1440,23.8,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00045971,0.018388,0.020227,9.1
AncientThought_s006.265,3840,2160,45.7,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00088208,0.035283,0.038812,9.1
AncientThought_s007.265,640,360,8.1,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00014635,0.005854,0.00644,9.1
AncientThought_s007.265,960,540,9.5,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00017349,0.00694,0.007634,9.1
AncientThought_s007.265,1280,720,11.7,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.0002161,0.008644,0.009508,9.1
AncientThought_s007.265,1920,1080,17.0,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00032836,0.013135,0.014448,9.1
AncientThought_s007.265,2560,1440,24.1,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00046587,0.018635,0.020498,9.1
AncientThought_s007.265,3840,2160,46.2,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.0008902,0.035608,0.039169,9.1
AncientThought_s008.265,640,360,9.0,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00016159,0.006464,0.00711,9.1
AncientThought_s008.265,960,540,10.8,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00019431,0.007772,0.00855,9.1
AncientThought_s008.265,1280,720,13.0,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00023966,0.009586,0.010545,9.1
AncientThought_s008.265,1920,1080,18.2,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00035169,0.014067,0.015474,9.1
AncientThought_s008.265,2560,1440,25.9,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00050235,0.020094,0.022103,9.1
AncientThought_s008.265,3840,2160,50.0,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00096719,0.038688,0.042557,9.1
AncientThought_s009.265,640,360,11.2,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00020365,0.008146,0.00896,9.1
AncientThought_s009.265,960,540,13.3,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00024789,0.009916,0.010907,9.1
AncientThought_s009.265,1280,720,16.3,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.0003116,0.012464,0.01371,9.1
AncientThought_s009.265,1920,1080,23.1,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00045095,0.018038,0.019842,9.1
AncientThought_s009.265,2560,1440,32.8,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00063857,0.025543,0.028097,9.1
AncientThought_s009.265,3840,2160,64.2,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00125641,0.050256,0.055282,9.1
AncientThought_s010.265,640,360,9.6,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00016973,0.006789,0.007468,9.1
AncientThought_s010.265,960,540,11.2,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00020187,0.008075,0.008882,9.1
AncientThought_s010.265,1280,720,13.4,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00024462,0.009785,0.010763,9.1
AncientThought_s010.265,1920,1080,18.8,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00035545,0.014218,0.01564,9.1
AncientThought_s010.265,2560,1440,26.2,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00050302,0.020121,0.022133,9.1
AncientThought_s010.265,3840,2160,51.3,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00099369,0.039748,0.043722,9.1
AncientThought_s011.265,640,360,8.9,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00016182,0.006473,0.00712,9.1
AncientThought_s011.265,960,540,10.7,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00019644,0.007857,0.008643,9.1
AncientThought_s011.265,1280,720,13.2,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00024423,0.009769,0.010746,9.1
AncientThought_s011.265,1920,1080,19.3,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00037498,0.014999,0.016499,9.1
AncientThought_s011.265,2560,1440,27.8,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00054023,0.021609,0.02377,9.1
AncientThought_s011.265,3840,2160,55.5,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.001087,0.04348,0.047828,9.1
AncientThought_s012.265,640,360,8.8,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.0001571,0.006284,0.006912,9.1
AncientThought_s012.265,960,540,10.3,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00018801,0.00752,0.008272,9.1
AncientThought_s012.265,1280,720,12.7,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00023638,0.009455,0.010401,9.1
AncientThought_s012.265,1920,1080,18.2,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00035048,0.014019,0.015421,9.1
AncientThought_s012.265,2560,1440,25.7,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00049562,0.019825,0.021807,9.1
AncientThought_s012.265,3840,2160,50.3,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.0009764,0.039056,0.042962,9.1
AncientThought_s013.265,640,360,9.3,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00016643,0.006657,0.007323,9.1
AncientThought_s013.265,960,540,11.5,TEMPORAL,ca-central-1,2026-05-14 00:00:00+00:00,40.0,44.0,40.0,44.0,0.00020721,0.008288,0.009117,9.1
AncientThought_s013.265,1280,720,14.3,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00026808,0.010991,0.011796,6.8
AncientThought_s013.265,1920,1080,20.8,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00040411,0.016568,0.017781,6.8
AncientThought_s013.265,2560,1440,30.5,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00059157,0.024254,0.026029,6.8
AncientThought_s013.265,3840,2160,59.6,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00115881,0.047511,0.050988,6.8
AncientThought_s014.265,640,360,8.8,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00016083,0.006594,0.007076,6.8
AncientThought_s014.265,960,540,10.6,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00019429,0.007966,0.008549,6.8
AncientThought_s014.265,1280,720,13.0,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00024344,0.009981,0.010712,6.8
AncientThought_s014.265,1920,1080,18.6,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00035772,0.014667,0.01574,6.8
AncientThought_s014.265,2560,1440,26.7,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00051577,0.021147,0.022694,6.8
AncientThought_s014.265,3840,2160,51.9,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00101634,0.04167,0.044719,6.8
AncientThought_s015.265,640,360,8.9,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00016043,0.006578,0.007059,6.8
AncientThought_s015.265,960,540,10.6,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.0001925,0.007892,0.00847,6.8
AncientThought_s015.265,1280,720,13.0,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00024269,0.00995,0.010678,6.8
AncientThought_s015.265,1920,1080,18.7,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00036247,0.014861,0.015949,6.8
AncientThought_s015.265,2560,1440,27.0,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00052071,0.021349,0.022911,6.8
AncientThought_s015.265,3840,2160,52.1,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00101554,0.041637,0.044684,6.8
AncientThought_s016.265,640,360,8.7,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.0001563,0.006408,0.006877,6.8
AncientThought_s016.265,960,540,10.3,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.0001882,0.007716,0.008281,6.8
AncientThought_s016.265,1280,720,12.4,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00023134,0.009485,0.010179,6.8
AncientThought_s016.265,1920,1080,17.6,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00033831,0.013871,0.014885,6.8
AncientThought_s016.265,2560,1440,25.3,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00048793,0.020005,0.021469,6.8
AncientThought_s016.265,3840,2160,49.9,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00097083,0.039804,0.042716,6.8
AncientThought_s017.265,640,360,9.2,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00016328,0.006694,0.007184,6.8
AncientThought_s017.265,960,540,11.1,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00020035,0.008214,0.008815,6.8
AncientThought_s017.265,1280,720,13.8,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00025637,0.010511,0.01128,6.8
AncientThought_s017.265,1920,1080,20.0,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00038388,0.015739,0.016891,6.8
AncientThought_s017.265,2560,1440,28.4,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00054991,0.022546,0.024196,6.8
AncientThought_s017.265,3840,2160,55.9,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00108137,0.044336,0.04758,6.8
AncientThought_s018.265,640,360,10.0,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.0001819,0.007458,0.008004,6.8
AncientThought_s018.265,960,540,12.0,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00022085,0.009055,0.009718,6.8
AncientThought_s018.265,1280,720,14.7,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00027598,0.011315,0.012143,6.8
AncientThought_s018.265,1920,1080,21.3,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00041452,0.016995,0.018239,6.8
AncientThought_s018.265,2560,1440,30.9,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00060737,0.024902,0.026724,6.8
AncientThought_s018.265,3840,2160,62.0,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00121929,0.049991,0.053649,6.8
AncientThought_s019.265,640,360,9.2,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00016297,0.006682,0.007171,6.8
AncientThought_s019.265,960,540,11.2,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00020383,0.008357,0.008969,6.8
AncientThought_s019.265,1280,720,14.2,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00026351,0.010804,0.011594,6.8
AncientThought_s019.265,1920,1080,20.5,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00039544,0.016213,0.017399,6.8
AncientThought_s019.265,2560,1440,29.1,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00056678,0.023238,0.024938,6.8
AncientThought_s019.265,3840,2160,56.4,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00109957,0.045082,0.048381,6.8
AncientThought_s020.265,640,360,9.6,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00017504,0.007177,0.007702,6.8
AncientThought_s020.265,960,540,11.0,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00020147,0.00826,0.008865,6.8
AncientThought_s020.265,1280,720,13.3,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00024762,0.010152,0.010895,6.8
AncientThought_s020.265,1920,1080,18.5,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00035893,0.014716,0.015793,6.8
AncientThought_s020.265,2560,1440,26.3,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00051019,0.020918,0.022448,6.8
AncientThought_s020.265,3840,2160,52.0,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.0010162,0.041664,0.044713,6.8
AncientThought_s021.265,640,360,10.1,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00018389,0.00754,0.008091,6.8
AncientThought_s021.265,960,540,12.8,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00023146,0.00949,0.010184,6.8
AncientThought_s021.265,1280,720,16.4,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00030757,0.012611,0.013533,6.8
AncientThought_s021.265,1920,1080,24.8,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.0004815,0.019742,0.021186,6.8
AncientThought_s021.265,2560,1440,34.6,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00067614,0.027722,0.02975,6.8
AncientThought_s021.265,3840,2160,73.4,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00144647,0.059305,0.063645,6.8
AncientThought_s022.265,640,360,10.9,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00019576,0.008026,0.008613,6.8
AncientThought_s022.265,960,540,13.2,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00024207,0.009925,0.010651,6.8
AncientThought_s022.265,1280,720,16.4,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00030991,0.012706,0.013636,6.8
AncientThought_s022.265,1920,1080,23.7,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00046097,0.0189,0.020283,6.8
AncientThought_s022.265,2560,1440,33.8,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00066102,0.027102,0.029085,6.8
AncientThought_s022.265,3840,2160,67.8,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00133072,0.05456,0.058552,6.8
AncientThought_s023.265,640,360,10.1,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00018281,0.007495,0.008043,6.8
AncientThought_s023.265,960,540,12.3,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00022381,0.009176,0.009847,6.8
AncientThought_s023.265,1280,720,15.3,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00028753,0.011789,0.012651,6.8
AncientThought_s023.265,1920,1080,22.5,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00043676,0.017907,0.019217,6.8
AncientThought_s023.265,2560,1440,33.0,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00064286,0.026357,0.028286,6.8
AncientThought_s023.265,3840,2160,64.3,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00126486,0.051859,0.055654,6.8
AncientThought_s024.265,640,360,9.0,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00015957,0.006542,0.007021,6.8
AncientThought_s024.265,960,540,10.8,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00019307,0.007916,0.008495,6.8
AncientThought_s024.265,1280,720,13.6,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00025061,0.010275,0.011027,6.8
AncientThought_s024.265,1920,1080,19.6,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00037566,0.015402,0.016529,6.8
AncientThought_s024.265,2560,1440,28.4,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00055063,0.022576,0.024228,6.8
AncientThought_s024.265,3840,2160,55.8,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00108866,0.044635,0.047901,6.8
AncientThought_s025.265,640,360,9.5,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00017048,0.00699,0.007501,6.8
AncientThought_s025.265,960,540,11.9,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00021309,0.008737,0.009376,6.8
AncientThought_s025.265,1280,720,14.6,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00027147,0.01113,0.011945,6.8
AncientThought_s025.265,1920,1080,21.5,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00041563,0.017041,0.018288,6.8
AncientThought_s025.265,2560,1440,30.9,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.0006022,0.02469,0.026497,6.8
AncientThought_s025.265,3840,2160,60.0,TEMPORAL,ca-central-1,2026-05-13 22:40:00+00:00,41.0,44.0,41.0,44.0,0.00118184,0.048455,0.052001,6.8
